,LGA,repDS,year,LGA_old,U5_ITN_use,six_nine_ITN_use,ten_eighteen_ITN_use,over_eighteen_ITN_use,kill_rate,round,peak,simday,MapA_mix,llin_type
1101,Ibadan North West,Owan East,2020,Ibadan North West,0.323425346,0.472449841,0.311850234,0.299684294,0.7188,1,march,70,CM+IPTp+IRS+IPTi,itn_pbo
1102,Ibadan North West,Owan East,2023,Ibadan North West,0.323425346,0.472449841,0.311850234,0.299684294,0.7188,2,march,1165,CM+IPTp+IRS+IPTi,itn_pbo
1103,Ibarapa Central,Akinyele,2020,Ibarapa Central,0.357807052,0.375169148,0.44857222,0.515042539,0.7188,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
1104,Ibarapa Central,Akinyele,2023,Ibarapa Central,0.357807052,0.375169148,0.44857222,0.515042539,0.7188,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
1105,Ibarapa East,Oke-Ero,2020,Ibarapa East,0.391788901,0.299429972,0.260379648,0.355121446,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
1106,Ibarapa East,Oke-Ero,2023,Ibarapa East,0.391788901,0.299429972,0.260379648,0.355121446,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
1107,Ibarapa North,Oke-Ero,2020,Ibarapa North,0.391788901,0.299429972,0.260379648,0.355121446,0.434775142,1,july,186,CM+IPTp+LLINs+SMC,itn
1108,Ibarapa North,Oke-Ero,2023,Ibarapa North,0.391788901,0.299429972,0.260379648,0.355121446,0.434775142,2,july,1281,CM+IPTp+LLINs+SMC,itn
1109,Ido,Akinyele,2020,Ido,0.506710314,0.491129615,0.356596265,0.326871641,0.7188,1,may,131,CM+IPTp+IRS+SMC,itn_pbo
1110,Ido,Akinyele,2023,Ido,0.506710314,0.491129615,0.356596265,0.326871641,0.7188,2,may,1226,CM+IPTp+IRS+SMC,itn_pbo
1111,Irepo,Oke-Ero,2020,Irepo,0.391788901,0.299429972,0.260379648,0.355121446,0.461353198,1,july,186,CM+IPTp+LLINs+SMC,itn
1112,Irepo,Oke-Ero,2023,Irepo,0.391788901,0.299429972,0.260379648,0.355121446,0.461353198,2,july,1281,CM+IPTp+LLINs+SMC,itn
1113,Ogo Oluwa,Oke-Ero,2020,Ogo Oluwa,0.391788901,0.299429972,0.260379648,0.355121446,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
1114,Ogo Oluwa,Oke-Ero,2023,Ogo Oluwa,0.391788901,0.299429972,0.260379648,0.355121446,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
1115,Olorunsogo,Oke-Ero,2020,Olorunsogo,0.391788901,0.299429972,0.260379648,0.355121446,0.471433482,1,july,186,CM+IPTp+LLINs+SMC,itn
1116,Olorunsogo,Oke-Ero,2023,Olorunsogo,0.391788901,0.299429972,0.260379648,0.355121446,0.471433482,2,july,1281,CM+IPTp+LLINs+SMC,itn
1117,Oluyole,Oke-Ero,2020,Oluyole,0.391788901,0.299429972,0.260379648,0.355121446,0.7188,1,july,186,CM+IPTp+IRS+IPTi,itn_pbo
1118,Oluyole,Oke-Ero,2023,Oluyole,0.391788901,0.299429972,0.260379648,0.355121446,0.7188,2,july,1281,CM+IPTp+IRS+IPTi,itn_pbo
1119,Ona-Ara,Akinyele,2020,Ona-Ara,0.43481825,0.392030997,0.310573478,0.377487976,0.7188,1,may,131,CM+IPTp+IRS+IPTi,itn_pbo
1120,Ona-Ara,Akinyele,2023,Ona-Ara,0.43481825,0.392030997,0.310573478,0.377487976,0.7188,2,may,1226,CM+IPTp+IRS+IPTi,itn_pbo
1121,Orelope,Oke-Ero,2020,Orelope,0.391788901,0.299429972,0.260379648,0.355121446,0.45352717,1,july,186,CM+IPTp+LLINs+SMC,itn
1122,Orelope,Oke-Ero,2023,Orelope,0.391788901,0.299429972,0.260379648,0.355121446,0.45352717,2,july,1281,CM+IPTp+LLINs+SMC,itn
1123,Ori Ire,Oke-Ero,2020,Ori Ire,0.25,0.3,0.238095238,0.418181818,0.41347974,1,july,186,CM+IPTp+LLINs+SMC,itn
1124,Ori Ire,Oke-Ero,2023,Ori Ire,0.25,0.3,0.238095238,0.418181818,0.41347974,2,july,1281,CM+IPTp+LLINs+SMC,itn
1125,Oyo West,Akinyele,2020,Oyo West,0.454545455,0.142857143,0.05,0.234042553,0.478720265,1,may,131,CM+IPTp+LLINs+SMC,itn
1126,Oyo West,Akinyele,2023,Oyo West,0.454545455,0.142857143,0.05,0.234042553,0.478720265,2,may,1226,CM+IPTp+LLINs+SMC,itn
1127,Saki East,Oke-Ero,2020,Saki East,0.256501549,0.198962469,0.053177693,0.419861008,0.500006612,1,july,186,CM+IPTp+LLINs+SMC,itn
1128,Saki East,Oke-Ero,2023,Saki East,0.256501549,0.198962469,0.053177693,0.419861008,0.500006612,2,july,1281,CM+IPTp+LLINs+SMC,itn
1129,Saki West,Akinyele,2020,Saki West,0.393841171,0.413092568,0.347480103,0.463219228,0.494698068,1,may,131,CM+IPTp+LLINs+SMC,itn
1130,Saki West,Akinyele,2023,Saki West,0.393841171,0.413092568,0.347480103,0.463219228,0.494698068,2,may,1226,CM+IPTp+LLINs+SMC,itn
1131,Surulere2,Oke-Ero,2020,Surulere2,0.157894737,0.444444444,0.4375,0.355932203,0.469643564,1,july,186,CM+IPTp+LLINs+SMC,itn
1132,Surulere2,Oke-Ero,2023,Surulere2,0.157894737,0.444444444,0.4375,0.355932203,0.469643564,2,july,1281,CM+IPTp+LLINs+SMC,itn
1133,Barikin Ladi,Soba,2020,Barikin Ladi,0.626139982,0.515566576,0.431801862,0.486391795,0.489453402,1,july,186,CM+IPTp+LLINs+SMC,itn
1134,Barikin Ladi,Soba,2023,Barikin Ladi,0.626139982,0.515566576,0.431801862,0.486391795,0.489453402,2,july,1281,CM+IPTp+LLINs+SMC,itn
1135,Bassa2,Soba,2020,Bassa2,0.251903919,0.182899621,0.132601355,0.218721077,0.517430069,1,july,186,CM+IPTp+LLINs+SMC,itn
1136,Bassa2,Soba,2023,Bassa2,0.251903919,0.182899621,0.132601355,0.218721077,0.517430069,2,july,1281,CM+IPTp+LLINs+SMC,itn
1137,Bokkos,Giwa,2020,Bokkos,0.53538517,0.461116812,0.222917387,0.336216785,0.5419051,1,august,223,CM+IPTp+LLINs+SMC,itn
1138,Bokkos,Giwa,2023,Bokkos,0.53538517,0.461116812,0.222917387,0.336216785,0.5419051,2,august,1318,CM+IPTp+LLINs+SMC,itn
1139,Jos East,Soba,2020,Jos East,0.590909091,0.277777778,0.222222222,0.428571429,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
1140,Jos East,Soba,2023,Jos East,0.590909091,0.277777778,0.222222222,0.428571429,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
1141,Kanam,Alkaleri,2020,Kanam,0.529240601,0.399926936,0.335198028,0.393608529,0.575511162,1,july,186,CM+IPTp+LLINs+SMC,itn
1142,Kanam,Alkaleri,2023,Kanam,0.529240601,0.399926936,0.335198028,0.393608529,0.575511162,2,july,1281,CM+IPTp+LLINs+SMC,itn
1143,Kanke,Alkaleri,2020,Kanke,0.422954199,0.308113923,0.31664203,0.414514415,0.633783346,1,july,186,CM+IPTp+LLINs+SMC,itn
1144,Kanke,Alkaleri,2023,Kanke,0.422954199,0.308113923,0.31664203,0.414514415,0.633783346,2,july,1281,CM+IPTp+LLINs+SMC,itn
1145,Langtang North,Alkaleri,2020,Langtang North,0.333333333,0.3,0.451612903,0.451612903,0.528657291,1,july,186,CM+IPTp+LLINs+SMC,itn
1146,Langtang North,Alkaleri,2023,Langtang North,0.333333333,0.3,0.451612903,0.451612903,0.528657291,2,july,1281,CM+IPTp+LLINs+SMC,itn
1147,Langtang South,Keana,2020,Langtang South,0.508873086,0.36051872,0.345747474,0.443661769,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
1148,Langtang South,Keana,2023,Langtang South,0.508873086,0.36051872,0.345747474,0.443661769,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
1149,Mangu,Darazo,2020,Mangu,0.613195813,0.501233271,0.357275284,0.465360486,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
1150,Mangu,Darazo,2023,Mangu,0.613195813,0.501233271,0.357275284,0.465360486,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
1151,Mikang,Alkaleri,2020,Mikang,0.484534717,0.381738609,0.338571783,0.497522113,0.470852295,1,july,186,CM+IPTp+LLINs+SMC,itn
1152,Mikang,Alkaleri,2023,Mikang,0.484534717,0.381738609,0.338571783,0.497522113,0.470852295,2,july,1281,CM+IPTp+LLINs+SMC,itn
1153,Abua-Odual,Ahoada West,2020,Abua/Odual,0.145590149,0.300011628,0.095100445,0.097399364,0.341818833,1,may,131,CM+IPTp+LLINs+IPTi,itn
1154,Abua-Odual,Ahoada West,2023,Abua/Odual,0.145590149,0.300011628,0.095100445,0.097399364,0.341818833,2,may,1226,CM+IPTp+LLINs+IPTi,itn
1155,Pankshin,Alkaleri,2020,Pankshin,0.217219582,0.189659539,0.26875978,0.281852219,0.558053877,1,july,186,CM+IPTp+LLINs+SMC,itn
1156,Pankshin,Alkaleri,2023,Pankshin,0.217219582,0.189659539,0.26875978,0.281852219,0.558053877,2,july,1281,CM+IPTp+LLINs+SMC,itn
1157,Qua'an Pan,Keana,2020,Qua'an Pan,0.373816153,0.283542035,0.231385107,0.347472741,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
1158,Qua'an Pan,Keana,2023,Qua'an Pan,0.373816153,0.283542035,0.231385107,0.347472741,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
1159,Riyom,Soba,2020,Riyom,0.64,0.642857143,0.714285714,0.464285714,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
1160,Riyom,Soba,2023,Riyom,0.64,0.642857143,0.714285714,0.464285714,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
1161,Shendam,Keana,2020,Shendam,0.314996096,0.143340498,0.189678365,0.265435073,0.546233826,1,august,223,CM+IPTp+LLINs+SMC,itn
1162,Shendam,Keana,2023,Shendam,0.314996096,0.143340498,0.189678365,0.265435073,0.546233826,2,august,1318,CM+IPTp+LLINs+SMC,itn
1163,Wase,Alkaleri,2020,Wase,0.328671332,0.261467872,0.218855208,0.283783791,0.542214526,1,july,186,CM+IPTp+LLINs+SMC,itn
1164,Wase,Alkaleri,2023,Wase,0.328671332,0.261467872,0.218855208,0.283783791,0.542214526,2,july,1281,CM+IPTp+LLINs+SMC,itn
1165,Ahoada East,Ahoada West,2020,Ahoada East,0.117816091,0.263960478,0.045255473,0.068187744,0.307284555,1,may,131,CM+IPTp+LLINs+IPTi,itn
1166,Ahoada East,Ahoada West,2023,Ahoada East,0.117816091,0.263960478,0.045255473,0.068187744,0.307284555,2,may,1226,CM+IPTp+LLINs+IPTi,itn
1167,Ahoada West,Ahoada West,2020,Ahoada West,0.111111111,0.263960478,0.229098821,0.2,0.30780961,1,may,131,CM+IPTp+LLINs+IPTi,itn
1168,Ahoada West,Ahoada West,2023,Ahoada West,0.111111111,0.263960478,0.229098821,0.2,0.30780961,2,may,1226,CM+IPTp+LLINs+IPTi,itn
1169,Andoni,Nsit Ubium,2020,Andoni,0.553821989,0.703952829,0.555587611,0.434060556,0.28881499,1,june,162,CM+IPTp+LLINs+IPTi,itn
1170,Andoni,Nsit Ubium,2023,Andoni,0.553821989,0.703952829,0.555587611,0.434060556,0.28881499,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1171,Asari-Toru,Ahoada West,2020,Asari-Toru,0.454056649,0.494097309,0.369375132,0.260014416,0.322109151,1,may,131,CM+IPTp+LLINs+IPTi,itn
1172,Asari-Toru,Ahoada West,2023,Asari-Toru,0.454056649,0.494097309,0.369375132,0.260014416,0.322109151,2,may,1226,CM+IPTp+LLINs+IPTi,itn
1173,Bonny,Nsit Ubium,2020,Bonny,0.1847398,0.304634901,0.071429267,0.108733131,0.310050826,1,june,162,CM+IPTp+LLINs+IPTi,itn
1174,Bonny,Nsit Ubium,2023,Bonny,0.1847398,0.304634901,0.071429267,0.108733131,0.310050826,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1175,Emohua,Ahoada West,2020,Emohua,0.466666667,0.214285714,0.315789474,0.189655172,0.334292623,1,may,131,CM+IPTp+LLINs+IPTi,itn
1176,Emohua,Ahoada West,2023,Emohua,0.466666667,0.214285714,0.315789474,0.189655172,0.334292623,2,may,1226,CM+IPTp+LLINs+IPTi,itn
1177,Etche,Ngor-Okpala,2020,Etche,0.189331333,0.265626203,0.271860382,0.26147852,0.340210321,1,june,162,CM+IPTp+LLINs+IPTi,itn
1178,Etche,Ngor-Okpala,2023,Etche,0.189331333,0.265626203,0.271860382,0.26147852,0.340210321,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1179,Gokana,Nsit Ubium,2020,Gokana,0.220027729,0.230710689,0.110953956,0.173612354,0.375599012,1,june,162,CM+IPTp+LLINs+IPTi,itn
1180,Gokana,Nsit Ubium,2023,Gokana,0.220027729,0.230710689,0.110953956,0.173612354,0.375599012,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1181,Ikwerre,Oru West,2020,Ikwerre,0.29194173,0.15267912,0.083696353,0.141089116,0.332764989,1,june,162,CM+IPTp+LLINs+IPTi,itn
1182,Ikwerre,Oru West,2023,Ikwerre,0.29194173,0.15267912,0.083696353,0.141089116,0.332764989,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1183,Khana,Nsit Ubium,2020,Khana,0.047619048,0.083333333,0.384615385,0.081967213,0.308022703,1,june,162,CM+IPTp+LLINs+IPTi,itn
1184,Khana,Nsit Ubium,2023,Khana,0.047619048,0.083333333,0.384615385,0.081967213,0.308022703,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1185,Ogba-Egbema-Ndoni,Ahoada West,2020,Ogba/Egbema/Ndoni,0.399508815,0.156078347,0.117017556,0.140913141,0.316440728,1,may,131,CM+IPTp+LLINs+IPTi,itn
1186,Ogba-Egbema-Ndoni,Ahoada West,2023,Ogba/Egbema/Ndoni,0.399508815,0.156078347,0.117017556,0.140913141,0.316440728,2,may,1226,CM+IPTp+LLINs+IPTi,itn
1187,Ogu-Bolo,Nsit Ubium,2020,Ogu/Bolo,0.33446468,0.294193051,0.202569073,0.227821791,0.374208023,1,june,162,CM+IPTp+LLINs+IPTi,itn
1188,Ogu-Bolo,Nsit Ubium,2023,Ogu/Bolo,0.33446468,0.294193051,0.202569073,0.227821791,0.374208023,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1189,Okrika,Nsit Ubium,2020,Okrika,0.457985388,0.349969054,0.074590824,0.193130855,0.34467839,1,june,162,CM+IPTp+LLINs+IPTi,itn
1190,Okrika,Nsit Ubium,2023,Okrika,0.457985388,0.349969054,0.074590824,0.193130855,0.34467839,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1191,Omumma,Ngor-Okpala,2020,Omumma,0.146245584,0.160250289,0.110463687,0.194673955,0.383538256,1,june,162,CM+IPTp+LLINs+IPTi,itn
1192,Omumma,Ngor-Okpala,2023,Omumma,0.146245584,0.160250289,0.110463687,0.194673955,0.383538256,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1193,Opobo-Nkoro,Nsit Ubium,2020,Opobo/Nkoro,0.602010979,0.442883908,0.447329865,0.289477492,0.289388868,1,june,162,CM+IPTp+LLINs+IPTi,itn
1194,Opobo-Nkoro,Nsit Ubium,2023,Opobo/Nkoro,0.602010979,0.442883908,0.447329865,0.289477492,0.289388868,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1195,Oyigbo,Nsit Ubium,2020,Oyigbo,0.333333333,0.294193051,0.0625,0.152173913,0.359702918,1,june,162,CM+IPTp+LLINs+IPTi,itn
1196,Oyigbo,Nsit Ubium,2023,Oyigbo,0.333333333,0.294193051,0.0625,0.152173913,0.359702918,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1197,Tai,Nsit Ubium,2020,Tai,0.139534877,0.155405389,0.112765959,0.123642053,0.381917564,1,june,162,CM+IPTp+LLINs+IPTi,itn
1198,Tai,Nsit Ubium,2023,Tai,0.139534877,0.155405389,0.112765959,0.123642053,0.381917564,2,june,1257,CM+IPTp+LLINs+IPTi,itn
1199,Binji,Gawabawa,2020,Binji,0.466666667,0.444444444,0.290322581,0.804347826,0.721642545,1,august,223,CM+IPTp+LLINs+SMC,itn
1200,Binji,Gawabawa,2023,Binji,0.466666667,0.444444444,0.290322581,0.804347826,0.721642545,2,august,1318,CM+IPTp+LLINs+SMC,itn
1201,Bodinga,Gawabawa,2020,Bodinga,0.427859204,0.270862569,0.394797566,0.596753141,0.727651305,1,august,223,CM+IPTp+LLINs+SMC,itn
1202,Bodinga,Gawabawa,2023,Bodinga,0.427859204,0.270862569,0.394797566,0.596753141,0.727651305,2,august,1318,CM+IPTp+LLINs+SMC,itn
1203,Dange-Shnsi,Gawabawa,2020,Dange-Shnsi,0.764705882,0.529411765,0.166666667,0.827586207,0.701316559,1,august,223,CM+IPTp+LLINs+SMC,itn
1204,Dange-Shnsi,Gawabawa,2023,Dange-Shnsi,0.764705882,0.529411765,0.166666667,0.827586207,0.701316559,2,august,1318,CM+IPTp+LLINs+SMC,itn
1205,Akuku Toru,Ahoada West,2020,Akuku Toru,0.5,0.692307692,0.384615385,0.24,0.383835506,1,may,131,CM+IPTp+LLINs+IPTi,itn
1206,Akuku Toru,Ahoada West,2023,Akuku Toru,0.5,0.692307692,0.384615385,0.24,0.383835506,2,may,1226,CM+IPTp+LLINs+IPTi,itn
1207,Goronyo,Gawabawa,2020,Goronyo,0.588235294,0.153846154,0.368421053,0.613636364,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
1208,Goronyo,Gawabawa,2023,Goronyo,0.588235294,0.153846154,0.368421053,0.613636364,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
1209,Gawabawa,Gawabawa,2020,Gawabawa,0.447272942,0.190509869,0.235265365,0.522596299,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
1210,Gawabawa,Gawabawa,2023,Gawabawa,0.447272942,0.190509869,0.235265365,0.522596299,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
1211,Illela,Gawabawa,2020,Illela,0.605179244,0.331705584,0.25569101,0.713138101,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
1212,Illela,Gawabawa,2023,Illela,0.605179244,0.331705584,0.25569101,0.713138101,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
1213,Isa,Rimi,2020,Isa,0.8,0.565217391,0.266666667,0.551724138,0.710761859,1,march,70,CM+IPTp+LLINs+SMC,itn
1214,Isa,Rimi,2023,Isa,0.8,0.565217391,0.266666667,0.551724138,0.710761859,2,march,1165,CM+IPTp+LLINs+SMC,itn
1215,Kebbe,Birnin Kebbi,2020,Kebbe,0.789226475,0.614967322,0.534978419,0.78771905,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
1216,Kebbe,Birnin Kebbi,2023,Kebbe,0.789226475,0.614967322,0.534978419,0.78771905,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
1217,Kware,Gawabawa,2020,Kware,0.558139535,0.391304348,0.148148148,0.692307692,0.725770018,1,august,223,CM+IPTp+LLINs+SMC,itn
1218,Kware,Gawabawa,2023,Kware,0.558139535,0.391304348,0.148148148,0.692307692,0.725770018,2,august,1318,CM+IPTp+LLINs+SMC,itn
1219,Rabah,Gawabawa,2020,Rabah,0.365853659,0.166666667,0.170212766,0.582278481,0.708381434,1,august,223,CM+IPTp+LLINs+SMC,itn
1220,Rabah,Gawabawa,2023,Rabah,0.365853659,0.166666667,0.170212766,0.582278481,0.708381434,2,august,1318,CM+IPTp+LLINs+SMC,itn
1221,Shagari,Birnin Kebbi,2020,Shagari,0.52,0.333333333,0.527777778,0.740740741,0.696705129,1,august,223,CM+IPTp+LLINs+SMC,itn
1222,Shagari,Birnin Kebbi,2023,Shagari,0.52,0.333333333,0.527777778,0.740740741,0.696705129,2,august,1318,CM+IPTp+LLINs+SMC,itn
1223,Mubi South,Darazo,2020,Mubi South,0.395320489,0.421511053,0.491295171,0.42711917,0.7188,1,july,186,CM+IPTp+IRS+SMC,itn_pbo
1224,Mubi South,Darazo,2023,Mubi South,0.395320489,0.421511053,0.491295171,0.42711917,0.7188,2,july,1281,CM+IPTp+IRS+SMC,itn_pbo
1225,Silame,Gawabawa,2020,Silame,0.709677419,0.692307692,0.7,0.948717949,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
1226,Silame,Gawabawa,2023,Silame,0.709677419,0.692307692,0.7,0.948717949,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
1227,Sokoto North,Gawabawa,2020,Sokoto North,0.404509205,0.271187727,0.284439847,0.557486971,0.702320289,1,august,223,CM+IPTp+LLINs+SMC,itn
1228,Sokoto North,Gawabawa,2023,Sokoto North,0.404509205,0.271187727,0.284439847,0.557486971,0.702320289,2,august,1318,CM+IPTp+LLINs+SMC,itn
1229,Sokoto South,Birnin Kebbi,2020,Sokoto South,0.462122758,0.374430593,0.404363962,0.684160645,0.71480524,1,august,223,CM+IPTp+LLINs+SMC,itn
1230,Sokoto South,Birnin Kebbi,2023,Sokoto South,0.462122758,0.374430593,0.404363962,0.684160645,0.71480524,2,august,1318,CM+IPTp+LLINs+SMC,itn
1231,Tambuwal,Birnin Kebbi,2020,Tambuwal,0.655906915,0.46118628,0.565238128,0.808849393,0.699284483,1,august,223,CM+IPTp+LLINs+SMC,itn
1232,Tambuwal,Birnin Kebbi,2023,Tambuwal,0.655906915,0.46118628,0.565238128,0.808849393,0.699284483,2,august,1318,CM+IPTp+LLINs+SMC,itn
1233,Tureta,Birnin Kebbi,2020,Tureta,0.545499786,0.236689636,0.276186409,0.602619501,0.7188,1,august,223,CM+IPTp+IRS+SMC,itn_pbo
1234,Tureta,Birnin Kebbi,2023,Tureta,0.545499786,0.236689636,0.276186409,0.602619501,0.7188,2,august,1318,CM+IPTp+IRS+SMC,itn_pbo
1235,Wamako,Gawabawa,2020,Wamako,0.419354839,0.454545455,0.416666667,0.410714286,0.709862406,1,august,223,CM+IPTp+LLINs+SMC,itn
1236,Wamako,Gawabawa,2023,Wamako,0.419354839,0.454545455,0.416666667,0.410714286,0.709862406,2,august,1318,CM+IPTp+LLINs+SMC,itn
1237,Wurno,Gawabawa,2020,Wurno,0.566000583,0.440460625,0.44933945,0.738449162,0.700606421,1,august,223,CM+IPTp+LLINs+SMC,itn
1238,Wurno,Gawabawa,2023,Wurno,0.566000583,0.440460625,0.44933945,0.738449162,0.700606421,2,august,1318,CM+IPTp+LLINs+SMC,itn
1239,Yabo,Gawabawa,2020,Yabo,0.652173913,0.5,0.424242424,0.822580645,0.687948856,1,august,223,CM+IPTp+LLINs+SMC,itn
1240,Yabo,Gawabawa,2023,Yabo,0.652173913,0.5,0.424242424,0.822580645,0.687948856,2,august,1318,CM+IPTp+LLINs+SMC,itn
1241,Ardo-Kola,Keana,2022,Ardo-Kola,0.5,0.4,0.441176471,0.548387097,0.7188,1,august,953,CM+IPTp+IRS+SMC,itn_pbo
1242,Ardo-Kola,Keana,2025,Ardo-Kola,0.5,0.4,0.441176471,0.548387097,0.7188,2,august,2048,CM+IPTp+IRS+SMC,itn_pbo
1243,Gassol,Keana,2022,Gassol,0.367913764,0.199445386,0.267754229,0.457482077,0.7188,1,august,953,CM+IPTp+IRS+SMC,itn_pbo
1244,Gassol,Keana,2025,Gassol,0.367913764,0.199445386,0.267754229,0.457482077,0.7188,2,august,2048,CM+IPTp+IRS+SMC,itn_pbo
1245,Bali,Keana,2022,Bali,0.268987822,0.124883102,0.042301812,0.188030929,0.7188,1,august,953,CM+IPTp+IRS+SMC,itn_pbo
1246,Bali,Keana,2025,Bali,0.268987822,0.124883102,0.042301812,0.188030929,0.7188,2,august,2048,CM+IPTp+IRS+SMC,itn_pbo
1247,Donga,Keana,2022,Donga,0.32305734,0.369040504,0.127395847,0.223881381,0.503065731,1,august,953,CM+IPTp+LLINs+SMC,itn
1248,Donga,Keana,2025,Donga,0.32305734,0.369040504,0.127395847,0.223881381,0.503065731,2,august,2048,CM+IPTp+LLINs+SMC,itn
1249,Ibi,Keana,2022,Ibi,0.508873086,0.36051872,0.345747474,0.443661769,0.7188,1,august,953,CM+IPTp+IRS+SMC,itn_pbo
1250,Ibi,Keana,2025,Ibi,0.508873086,0.36051872,0.345747474,0.443661769,0.7188,2,august,2048,CM+IPTp+IRS+SMC,itn_pbo
1251,Jalingo,Keana,2022,Jalingo,0.171428569,0.296629209,0.210350591,0.248966088,0.7188,1,august,953,CM+IPTp+IRS+SMC,itn_pbo
1252,Jalingo,Keana,2025,Jalingo,0.171428569,0.296629209,0.210350591,0.248966088,0.7188,2,august,2048,CM+IPTp+IRS+SMC,itn_pbo
1253,Yorro,Alkaleri,2022,Yorro,0.151846072,0.381738609,0.092650918,0.156599255,0.55120021,1,july,916,CM+IPTp+LLINs+SMC,itn
1254,Yorro,Alkaleri,2025,Yorro,0.151846072,0.381738609,0.092650918,0.156599255,0.55120021,2,july,2011,CM+IPTp+LLINs+SMC,itn
1255,Potiskum,Darazo,2022,Potiskum,0.585939966,0.429924145,0.394835359,0.513146014,0.7188,1,july,916,CM+IPTp+IRS+SMC,itn_pbo
1256,Potiskum,Darazo,2025,Potiskum,0.585939966,0.429924145,0.394835359,0.513146014,0.7188,2,july,2011,CM+IPTp+IRS+SMC,itn_pbo
1257,Karin-Lamido,Alkaleri,2022,Karin-Lamido,0.066633005,0.057988154,0.015827705,0.067323472,0.7188,1,july,916,CM+IPTp+IRS+SMC,itn_pbo
1258,Karin-Lamido,Alkaleri,2025,Karin-Lamido,0.066633005,0.057988154,0.015827705,0.067323472,0.7188,2,july,2011,CM+IPTp+IRS+SMC,itn_pbo
1259,Lau,Alkaleri,2022,Lau,0.170212766,0.03125,0.070175439,0.133858268,0.7188,1,july,916,CM+IPTp+IRS+SMC,itn_pbo
1260,Lau,Alkaleri,2025,Lau,0.170212766,0.03125,0.070175439,0.133858268,0.7188,2,july,2011,CM+IPTp+IRS+SMC,itn_pbo
1261,Wukari,Keana,2022,Wukari,0.42950465,0.303466465,0.252620506,0.355949278,0.7188,1,august,953,CM+IPTp+IRS+SMC,itn_pbo
1262,Wukari,Keana,2025,Wukari,0.42950465,0.303466465,0.252620506,0.355949278,0.7188,2,august,2048,CM+IPTp+IRS+SMC,itn_pbo
1263,Zing,Alkaleri,2022,Zing,0.1875,0.181818182,0.111111111,0.09375,0.7188,1,july,916,CM+IPTp+IRS+SMC,itn_pbo
1264,Zing,Alkaleri,2025,Zing,0.1875,0.181818182,0.111111111,0.09375,0.7188,2,july,2011,CM+IPTp+IRS+SMC,itn_pbo
1265,Bade,Taura,2022,Bade,0.736842105,0.694444444,0.795454545,0.759493671,0.673687029,1,july,916,CM+IPTp+LLINs+SMC,itn
1266,Bade,Taura,2025,Bade,0.736842105,0.694444444,0.795454545,0.759493671,0.673687029,2,july,2011,CM+IPTp+LLINs+SMC,itn
1267,Nguru,Taura,2022,Nguru,0.684210526,0.37037037,0.458333333,0.738095238,0.63148795,1,july,916,CM+IPTp+LLINs+SMC,itn
1268,Nguru,Taura,2025,Nguru,0.684210526,0.37037037,0.458333333,0.738095238,0.63148795,2,july,2011,CM+IPTp+LLINs+SMC,itn
1269,Bursari,Taura,2022,Bursari,0.604166667,0.454545455,0.289473684,0.492063492,0.663861803,1,july,916,CM+IPTp+LLINs+SMC,itn
